"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Product and Product Detail Page","1","0","Verify All Products and Product Detail Page","0"
"0","","0","Search Product","1","0","Verify All Products and Product Detail Page","0"
"0","","0","User Login","1","0","Login with invalid credentials","0"
"0","","0","Test Cases Page","1","0","Verify Test Cases Page","0"
"0","","0","Contact Us Form","1","0","User submits contact form successfully","0"
"0","","0","User Login","1","0","Login with valid credentials","0"
"0","","0","User Registration","1","0","Successful user registration","0"
"0","","0","User Registration","1","0","Registering with already registered email","0"
"0","","0","Verify Subscription on Home Page","1","0","Verify All Products and Product Detail Page","0"
